,track_uri,track_name,artist_name,artist_pop,artist_genres,album,track_pop,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,date,checked_date,rock viet,vinahouse,viet edm,mainland se asia metal,vietnamese bolero,indie viet,vietnamese trap,vietnamese hip hop,viet remix,viet lo-fi,viet instrumental,year,v_pop,v_rap
1510,spotify:track:0q2pDWQNdOdbXwsL1iqUMy,Là Em,Thái Đinh,38,"['v-pop', 'vietnamese singer-songwriter']",Là Em,39,0.432,0.075,5,-12.777,1,0.0424,0.961,1.58e-05,0.193,0.329,179.364,0q2pDWQNdOdbXwsL1iqUMy,298150,3,2018-01-01,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,2018,1.0,0.0
1511,spotify:track:1gu214x3WOluhC6x1GT0iP,Và Khi Ta Ngả Nghiêng,TRANG,44,"['indie viet', 'v-pop', 'vietnamese singer-songwriter']",Tỉnh Giấc Khi Ông Trời Đang Ngủ,40,0.534,0.523,7,-8.533,1,0.0318,0.714,1.89e-05,0.225,0.433,159.916,1gu214x3WOluhC6x1GT0iP,272000,3,2019-09-19,2019-09-19,0,0,0,0,0,1,0,0,0,0,0,2019,1.0,0.0
1512,spotify:track:3r0ITWT6gqPHhVjwRsMu5d,Em Dạo Này,Ngọt,51,"['indie viet', 'rock viet', 'v-pop']",Ng'bthg,54,0.401,0.353,9,-8.748,1,0.0355,0.755,0.0,0.194,0.342,158.11,3r0ITWT6gqPHhVjwRsMu5d,201828,3,2018-01-01,2018-01-01,1,0,0,0,0,1,0,0,0,0,0,2018,1.0,0.0
1513,spotify:track:1WCAkmmTM06in2ojuQ9CK5,Ai muốn nghe không,Đen,56,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese trap']",Ai muốn nghe không,46,0.744,0.435,7,-14.157,1,0.0984,0.851,0.00198,0.11,0.445,87.984,1WCAkmmTM06in2ojuQ9CK5,307500,4,2022-06-12,2022-06-12,0,0,0,0,0,1,1,1,0,0,0,2022,1.0,0.0
1514,spotify:track:3Yfedn84e2VLXSVwmowqEn,There's No One At All (Another Version),Sơn Tùng M-TP,55,"['v-pop', 'vietnamese idol pop', 'vietnamese melodic rap']",There's No One At All (Another Version),45,0.732,0.57,7,-7.561,1,0.0394,0.736,0.309,0.137,0.3,129.973,3Yfedn84e2VLXSVwmowqEn,201469,4,2022-07-05,2022-07-05,0,0,0,0,0,0,0,0,0,0,0,2022,1.0,1.0
1515,spotify:track:4fBZ8DOoxcZeEl7GyQdnUF,Chậm Lại,Vũ.,54,"['indie viet', 'rock viet', 'v-pop', 'vietnamese singer-songwriter']",Một Vạn Năm,42,0.59,0.548,5,-8.491,1,0.026,0.837,0.0411,0.173,0.552,130.106,4fBZ8DOoxcZeEl7GyQdnUF,223385,4,2022-09-09,2022-09-09,1,0,0,0,0,1,0,0,0,0,0,2022,1.0,0.0
1516,spotify:track:5ECHJ1llWBNYLVCYrllD3x,Chạy Khỏi Thế Giới Này,Da LAB,56,"['indie viet', 'v-pop', 'vietnamese hip hop']",Chạy Khỏi Thế Giới Này,66,0.71,0.552,5,-10.257,1,0.0694,0.761,1.22e-05,0.0921,0.617,139.904,5ECHJ1llWBNYLVCYrllD3x,255429,4,2022-06-30,2022-06-30,0,0,0,0,0,1,0,1,0,0,0,2022,1.0,0.0
1517,spotify:track:4RwQ5UUOgphhjBM8zF62RQ,Ném Câu Yêu Vào Không Trung,Hoàng Dũng,53,"['v-pop', 'vietnamese singer-songwriter']",Yên,44,0.372,0.177,2,-12.56,1,0.0307,0.622,0.0,0.175,0.268,176.658,4RwQ5UUOgphhjBM8zF62RQ,236253,3,2022-08-24,2022-08-24,0,0,0,0,0,0,0,0,0,0,0,2022,1.0,0.0
1518,spotify:track:3bZGGKrMQLDGg18y2QqKFF,See Tình,Hoàng Thùy Linh,51,['v-pop'],See Tình,58,0.846,0.755,0,-5.013,0,0.0378,0.497,0.000984,0.0696,0.854,97.009,3bZGGKrMQLDGg18y2QqKFF,185003,4,2022-02-20,2022-02-20,0,0,0,0,0,0,0,0,0,0,0,2022,1.0,0.0
1519,spotify:track:1vfJcs78AtdLkvCsesv3hW,Strip 'em Down,tlinh,62,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",Strip ’em Down,47,0.715,0.445,6,-7.235,0,0.0487,0.789,0.000343,0.0903,0.285,139.914,1vfJcs78AtdLkvCsesv3hW,196000,4,2022-08-17,2022-08-17,0,0,0,0,0,1,0,1,0,0,0,2022,1.0,1.0
1520,spotify:track:5BO3cbaQDOtf9uZajElRAB,Thơ,Low G,57,"['v-pop', 'vietnamese hip hop']",Thơ,39,0.799,0.473,1,-15.55,1,0.234,0.18,0.092,0.0957,0.45,90.008,5BO3cbaQDOtf9uZajElRAB,154287,4,2022-09-28,2022-09-28,0,0,0,0,0,0,0,1,0,0,0,2022,1.0,0.0
1521,spotify:track:4ih9noxBfg7euMjCPO0qNH,Chìm Sâu,RPT MCK,61,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap', 'vietnamese trap']",Chìm Sâu,62,0.68,0.545,11,-7.026,0,0.116,0.537,0.0,0.121,0.363,204.141,4ih9noxBfg7euMjCPO0qNH,156000,3,2022-02-24,2022-02-24,0,0,0,0,0,0,1,1,0,0,0,2022,1.0,1.0
1522,spotify:track:7e8Kt6pX4Y589CJL37mIWa,thay mọi cô gái yêu anh,AMEE,55,"['v-pop', 'vietnamese idol pop']",thay mọi cô gái yêu anh,58,0.651,0.456,0,-8.917,1,0.0329,0.74,4.37e-05,0.073,0.11,96.871,7e8Kt6pX4Y589CJL37mIWa,215258,4,2022-02-06,2022-02-06,0,0,0,0,0,0,0,0,0,0,0,2022,1.0,0.0
1523,spotify:track:6ZxLr6LFCBjVtmoWf2YXws,Em Đừng Khóc,Chillies,51,"['indie viet', 'v-pop']",Em Đừng Khóc,38,0.636,0.54,5,-11.697,1,0.0282,0.34,0.0221,0.109,0.325,130.057,6ZxLr6LFCBjVtmoWf2YXws,267231,4,2021-04-29,2021-04-29,0,0,0,0,0,1,0,0,0,0,0,2021,1.0,0.0
1524,spotify:track:0UE3gaaYyBiB0XsX0FER6R,hương mùa hè,Suni Hạ Linh,51,['v-pop'],Hương Mùa Hè,33,0.706,0.496,4,-6.744,1,0.0288,0.661,0.0,0.2,0.535,118.987,0UE3gaaYyBiB0XsX0FER6R,270252,4,2022-07-24,2022-07-24,0,0,0,0,0,0,0,0,0,0,0,2022,1.0,0.0
1525,spotify:track:4zFgUpC8z88A9aEo7dnRPN,Trên Tình Bạn Dưới Tình Yêu,MIN,53,['v-pop'],50/50,58,0.776,0.921,2,-3.032,0,0.0382,0.189,0.0,0.0621,0.598,108.961,4zFgUpC8z88A9aEo7dnRPN,199266,4,2022-03-22,2022-03-22,0,0,0,0,0,0,0,0,0,0,0,2022,1.0,0.0
1526,spotify:track:3ZjHWaqv4LZFrdISGqaj2r,Tay Vớt Ánh Trăng - Live,Mỹ Tâm,47,"['v-pop', 'vietnamese singer-songwriter']",Tay Vớt Ánh Trăng (Live),38,0.406,0.308,2,-11.563,0,0.0329,0.875,2.28e-06,0.121,0.184,67.659,3ZjHWaqv4LZFrdISGqaj2r,259736,4,2022-04-08,2022-04-08,0,0,0,0,0,0,0,0,0,0,0,2022,1.0,0.0
1527,spotify:track:5H7UgZQk2p5x4nmeuDjmE4,Đau Nhất Là Lặng Im,ERIK,50,['v-pop'],Đau Nhất Là Lặng Im,50,0.624,0.415,0,-6.528,1,0.0326,0.711,0.0,0.0912,0.161,103.89,5H7UgZQk2p5x4nmeuDjmE4,286154,4,2022-02-17,2022-02-17,0,0,0,0,0,0,0,0,0,0,0,2022,1.0,0.0
1528,spotify:track:5kJMW3pK49PvQDtpVryHf5,Forget About Her,JustaTee,54,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",KOSMIK,44,0.757,0.592,6,-6.554,0,0.0353,0.0805,0.0,0.0829,0.49,128.011,5kJMW3pK49PvQDtpVryHf5,217500,4,2022-10-31,2022-10-31,0,0,0,0,0,0,0,1,0,0,0,2022,1.0,1.0
1529,spotify:track:05X3a0YGmS1rbH50aL8lGF,Một Ngàn Nỗi Đau,Văn Mai Hương,50,['v-pop'],Một Ngàn Nỗi Đau,61,0.452,0.415,6,-6.667,1,0.0392,0.807,0.0,0.114,0.241,125.935,05X3a0YGmS1rbH50aL8lGF,321905,4,2022-06-23,2022-06-23,0,0,0,0,0,0,0,0,0,0,0,2022,1.0,0.0
1530,spotify:track:25h0TqC9H3BcMA7KjK5nHK,vaicaunoicokhiennguoithaydoi,GREY D,58,['v-pop'],vaicaunoicokhiennguoithaydoi,69,0.56,0.42,7,-10.729,1,0.257,0.882,0.000605,0.11,0.585,173.695,25h0TqC9H3BcMA7KjK5nHK,225862,4,2022-06-20,2022-06-20,0,0,0,0,0,0,0,0,0,0,0,2022,1.0,0.0
1531,spotify:track:0TOsszupHDNUvzadopZv3A,Ngổn Ngang,Rhymastic,48,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",LOV6,48,0.662,0.308,11,-9.141,1,0.0441,0.675,0.0,0.103,0.24,149.914,0TOsszupHDNUvzadopZv3A,194600,3,2022-09-15,2022-09-15,0,0,0,0,0,0,0,1,0,0,0,2022,1.0,1.0
1532,spotify:track:2vRkwfiy4Se8ddUSkdMTmQ,Beautiful Monster,SOOBIN,48,['v-pop'],KOSMIK,37,0.633,0.863,1,-4.782,0,0.035,0.121,0.0,0.12,0.35,155.025,2vRkwfiy4Se8ddUSkdMTmQ,235355,4,2022-10-31,2022-10-31,0,0,0,0,0,0,0,0,0,0,0,2022,1.0,0.0
1533,spotify:track:2H4FpzEIWPFG9ZUFY0p7Dy,Có Em - Solo Version,Madihu,52,"['indie viet', 'v-pop', 'vietnamese melodic rap']",Có,37,0.758,0.369,9,-8.262,0,0.0419,0.86,0.0,0.175,0.637,133.978,2H4FpzEIWPFG9ZUFY0p7Dy,217743,4,2022-10-20,2022-10-20,0,0,0,0,0,1,0,0,0,0,0,2022,1.0,1.0
1534,spotify:track:6fDa6IEt8EAFkHH4hShFK4,Và Ngày Nào Đó,Trung Quân,48,['v-pop'],Và Ngày Nào Đó,55,0.513,0.284,2,-13.584,0,0.0435,0.833,0.0,0.0879,0.171,131.829,6fDa6IEt8EAFkHH4hShFK4,262312,4,2022-09-13,2022-09-13,0,0,0,0,0,0,0,0,0,0,0,2022,1.0,0.0
1535,spotify:track:0gdxLgCTbLQUGaar06VrU4,Vệ Tinh,HIEUTHUHAI,58,"['v-pop', 'vietnamese hip hop']",Vệ Tinh,56,0.836,0.675,7,-6.17,0,0.0514,0.256,0.0,0.0443,0.516,104.972,0gdxLgCTbLQUGaar06VrU4,219429,4,2022-08-11,2022-08-11,0,0,0,0,0,0,0,1,0,0,0,2022,1.0,0.0
1536,spotify:track:5hkAuvgkOrd4KpDOlCNsvW,Waiting For You,MONO,43,['v-pop'],22,60,0.677,0.727,9,-5.304,0,0.0328,0.119,0.0,0.117,0.457,149.986,5hkAuvgkOrd4KpDOlCNsvW,265600,4,2022-08-18,2022-08-18,0,0,0,0,0,0,0,0,0,0,0,2022,1.0,0.0
1537,spotify:track:3i6VNcn9dFpU1K2ZaMFHTC,Đừng để nước mắt rơi (feat. Obito),VSTRA,51,['v-pop'],VSTRA,54,0.709,0.415,10,-8.765,1,0.026,0.858,7.01e-05,0.158,0.232,102.982,3i6VNcn9dFpU1K2ZaMFHTC,205631,4,2023-11-11,2023-11-11,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
1538,spotify:track:7D9tiidrBDQRgCENeIhko0,Vì Em Tất Cả,Mỹ Tâm,48,"['v-pop', 'vietnamese singer-songwriter']",Vì Em Tất Cả,57,0.519,0.585,9,-5.085,0,0.0377,0.761,2.33e-05,0.279,0.305,136.1,7D9tiidrBDQRgCENeIhko0,227206,4,2023-11-11,2023-11-11,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
1539,spotify:track:6dRV27RhoSZxfLju2nKw3R,Hẹn Em Mai Sau Gặp Lại,Emcee L (Da LAB),50,"['v-pop', 'vietnamese hip hop']",Hẹn Em Mai Sau Gặp Lại,53,0.584,0.46,6,-8.698,1,0.0317,0.495,0.0,0.132,0.173,135.89,6dRV27RhoSZxfLju2nKw3R,231047,4,2023-10-31,2023-10-31,0,0,0,0,0,0,0,1,0,0,0,2023,1.0,0.0
1540,spotify:track:4pVdTj38qEwfPNjv1LYbu0,Những Câu Hỏi Khi Say,Bảo Uyên,34,['v-pop'],Những Câu Hỏi Khi Say,55,0.617,0.643,2,-6.91,1,0.0669,0.63,1.74e-05,0.347,0.494,81.97,4pVdTj38qEwfPNjv1LYbu0,247535,4,2023-10-24,2023-10-24,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
1541,spotify:track:1W5kZCi3DyAwUu1flTIHdZ,Sinh Nhật Của Xinh Nhất,24k.Right,49,"['vietnamese hip hop', 'vietnamese melodic rap', 'vietnamese trap']",Nội Dung Nhạy Cảm - Part 1,53,0.827,0.581,1,-9.297,1,0.184,0.123,0.0,0.0881,0.642,95.99,1W5kZCi3DyAwUu1flTIHdZ,180000,4,2023-11-08,2023-11-08,0,0,0,0,0,0,1,1,0,0,0,2023,0.0,1.0
1542,spotify:track:0tfMfqHC3Pl6DG8kcIjXq9,Make Me Feel,Binz,56,"['v-pop', 'vietnamese hip hop']",Đan Xinh In Love,54,0.692,0.191,0,-14.881,1,0.0577,0.945,6.57e-06,0.363,0.0625,97.44,0tfMfqHC3Pl6DG8kcIjXq9,216000,3,2023-11-02,2023-11-02,0,0,0,0,0,0,0,1,0,0,0,2023,1.0,0.0
1543,spotify:track:0eKIEiMHZv0pOxz4iGOXda,TOKYO Cypher,Lil Wuyn,43,"['vietnamese hip hop', 'vietnamese melodic rap']",TOKYO Cypher,57,0.895,0.655,11,-9.798,0,0.262,0.24,0.0,0.107,0.753,152.959,0eKIEiMHZv0pOxz4iGOXda,178824,4,2023-10-12,2023-10-12,0,0,0,0,0,0,0,1,0,0,0,2023,0.0,1.0
1544,spotify:track:0xi7bCx9m2rgPbCN6Xhlel,vaicaunoicokhiennguoithaydoi - Acoustic,GREY D,59,['v-pop'],Hương Mùa Hè EP.01,51,0.543,0.291,7,-11.311,1,0.0727,0.928,1.67e-06,0.406,0.396,174.098,0xi7bCx9m2rgPbCN6Xhlel,222069,4,2022-07-03,2022-07-03,0,0,0,0,0,0,0,0,0,0,0,2022,1.0,0.0
1545,spotify:track:2cy0YoKwF55W5jL3VIzgm2,Rung Động,Dương Edward,39,['v-pop'],Rung Động,53,0.633,0.414,0,-8.614,1,0.0333,0.425,0.0,0.121,0.192,129.979,2cy0YoKwF55W5jL3VIzgm2,259009,4,2022-04-01,2022-04-01,0,0,0,0,0,0,0,0,0,0,0,2022,1.0,0.0
1546,spotify:track:3LfiZlWffAqGOAQ6sKjoJP,khi cô đơn em nhớ đến ai,GREY D,59,['v-pop'],Hương Mùa Hè EP.01,52,0.711,0.306,2,-8.719,0,0.0294,0.817,0.0,0.315,0.491,97.988,3LfiZlWffAqGOAQ6sKjoJP,269388,4,2022-07-03,2022-07-03,0,0,0,0,0,0,0,0,0,0,0,2022,1.0,0.0
1547,spotify:track:1CO7SlX7KBRF12fbXt5hAO,Đi Qua Mùa Hạ - Acoustic Version,Thái Đinh,39,"['v-pop', 'vietnamese singer-songwriter']",Đi Qua Mùa Hạ,41,0.443,0.258,8,-9.891,1,0.0483,0.927,0.0,0.147,0.248,182.557,1CO7SlX7KBRF12fbXt5hAO,305510,3,2019-07-01,2019-07-01,0,0,0,0,0,0,0,0,0,0,0,2019,1.0,0.0
1548,spotify:track:7GuLe5bjYAmk2DN5DC7HpS,Như Lần Đầu,Nguyên Hà,40,"['indie viet', 'v-pop', 'vietnamese singer-songwriter']",Như Lần Đầu,37,0.46,0.366,5,-8.189,1,0.0305,0.753,0.0,0.121,0.165,123.599,7GuLe5bjYAmk2DN5DC7HpS,282710,4,2023-11-11,2023-11-11,0,0,0,0,0,1,0,0,0,0,0,2023,1.0,0.0
1549,spotify:track:4fGSJkVcl5pXQhXf4mTMXq,Lúc Em Cần Anh Đang Ở Đâu,Bảo Uyên,34,['v-pop'],Lúc Em Cần Anh Đang Ở Đâu,40,0.642,0.388,6,-7.861,1,0.0279,0.851,0.0,0.135,0.343,109.946,4fGSJkVcl5pXQhXf4mTMXq,318545,4,2022-10-06,2022-10-06,0,0,0,0,0,0,0,0,0,0,0,2022,1.0,0.0
1550,spotify:track:2n00rcPaXcWfFB9irOKOmh,Anh Chỉ Muốn,Ronboogz,50,['viet chill rap'],Anh Chỉ Muốn,47,0.779,0.407,0,-11.293,1,0.0598,0.861,2.85e-06,0.102,0.729,140.028,2n00rcPaXcWfFB9irOKOmh,167970,4,2023-10-18,2023-10-18,0,0,0,0,0,0,0,0,0,0,0,2023,0.0,1.0
1551,spotify:track:5NxZpeMGUQ5T5At5xZM5Hf,Anh Tự Do Nhưng Cô Đơn,Trung Quân,47,['v-pop'],Anh Tự Do Nhưng Cô Đơn,48,0.346,0.295,1,-10.428,1,0.0319,0.532,0.0,0.0863,0.359,140.309,5NxZpeMGUQ5T5At5xZM5Hf,315429,4,2022-11-10,2022-11-10,0,0,0,0,0,0,0,0,0,0,0,2022,1.0,0.0
1552,spotify:track:7Moqcetk7He2AIrZzISIam,Gấp Đôi Yêu Thương,Tuấn Hưng,41,['v-pop'],Gấp Đôi Yêu Thương,53,0.697,0.547,2,-7.548,1,0.035,0.403,1.21e-06,0.0957,0.241,91.958,7Moqcetk7He2AIrZzISIam,307826,4,2023-09-21,2023-09-21,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
1553,spotify:track:3Cg1KirayM3l5IInIn9IPh,Chẳng Ai Đến Thế Giới Này Để Cô Đơn,Mr.Siro,48,['v-pop'],Chẳng Ai Đến Thế Giới Này Để Cô Đơn,40,0.517,0.423,7,-6.152,1,0.0273,0.77,0.0,0.139,0.222,106.096,3Cg1KirayM3l5IInIn9IPh,332663,4,2023-10-12,2023-10-12,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
1554,spotify:track:2V6rbTu0OS7WLI9lSNvuxy,Một Bài Hát Ngày Mưa,Phạm Anh Duy,22,"['v-pop', 'vietnamese singer-songwriter']",Một Bài Hát Ngày Mưa,30,0.646,0.312,10,-10.501,1,0.0278,0.859,0.000348,0.369,0.188,104.414,2V6rbTu0OS7WLI9lSNvuxy,267440,4,2023-10-15,2023-10-15,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
1555,spotify:track:1nt2RiOPQElwGFhEIQ1lH4,emconnho ... ???,Hoàng Tôn,48,['v-pop'],emconnho ... ???,36,0.76,0.476,0,-9.852,1,0.0342,0.25,0.0,0.28,0.645,128.018,1nt2RiOPQElwGFhEIQ1lH4,290349,4,2023-08-29,2023-08-29,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
1556,spotify:track:15q3AKMzTvK5pbPqehlJYq,Sau Này Của Chúng Ta,Lê Hiếu,37,['v-pop'],Sau Này Của Chúng Ta,45,0.597,0.416,3,-9.367,1,0.0316,0.527,0.0,0.0704,0.281,166.052,15q3AKMzTvK5pbPqehlJYq,281904,4,2021-12-14,2021-12-14,0,0,0,0,0,0,0,0,0,0,0,2021,1.0,0.0
1557,spotify:track:7kugDWrt5suA04eU2BYxg1,Có Ai Hẹn Hò Cùng Em Chưa,Quân A.P,42,['v-pop'],Có Ai Hẹn Hò Cùng Em Chưa,49,0.455,0.381,7,-9.367,1,0.0325,0.785,0.0,0.102,0.409,139.862,7kugDWrt5suA04eU2BYxg1,308619,4,2023-06-08,2023-06-08,0,0,0,0,0,0,0,0,0,0,0,2023,1.0,0.0
1558,spotify:track:6ahYdGHGTfy83VwR4AhQi9,Nơi Tình Yêu Kết Thúc,Bùi Anh Tuấn,44,['v-pop'],"Xin Em, Vol. 01",49,0.453,0.392,9,-5.505,0,0.0273,0.755,0.0,0.121,0.217,59.524,6ahYdGHGTfy83VwR4AhQi9,317773,4,2016-09-15,2016-09-15,0,0,0,0,0,0,0,0,0,0,0,2016,1.0,0.0
1559,spotify:track:0qIXFTy61iT1Lqu6aA70H1,wo ai ni - orei Remix,Trash Dee,31,['vietnamese melodic rap'],MMXX,53,0.722,0.521,7,-9.375,1,0.0379,0.218,0.729,0.103,0.397,115.977,0qIXFTy61iT1Lqu6aA70H1,117942,4,2023-03-30,2023-03-30,0,0,0,0,0,0,0,0,0,0,0,2023,0.0,1.0
1560,spotify:track:57fl4RGp0JPU4ZxL9g8MNQ,05 (Không Phai) - Remix,Vu Trung Quan,30,['viet lo-fi'],05 (Không Phai) [Remix],50,0.712,0.793,5,-3.245,0,0.0291,0.174,0.000333,0.313,0.61,121.985,57fl4RGp0JPU4ZxL9g8MNQ,206532,4,2021-02-11,2021-02-11,0,0,0,0,0,0,0,0,0,1,0,2021,0.0,0.0
1561,spotify:track:2kzQcCZDAgOlYqrQV7BgXQ,Lý Do Là Gì Remix - Nguyễn Vĩ,One Music,35,['viet remix'],Lý Do Là Gì Remix (Nguyễn Vĩ),49,0.606,0.814,4,-7.955,0,0.0328,0.00452,0.000577,0.503,0.97,142.979,2kzQcCZDAgOlYqrQV7BgXQ,207431,4,2022-12-10,2022-12-10,0,0,0,0,0,0,0,0,1,0,0,2022,0.0,0.0
1562,spotify:track:36akbj1spM7sG4OGtxNbl9,ghệ iu dấu của em ơi - CLOUDEE remix,tlinh,62,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",ghệ remixes của em ơi,48,0.565,0.764,6,-7.229,1,0.0292,0.0619,0.273,0.163,0.335,140.042,36akbj1spM7sG4OGtxNbl9,128000,4,2023-06-06,2023-06-06,0,0,0,0,0,1,0,1,0,0,0,2023,1.0,1.0
1563,spotify:track:1B4QSkzKHmO784CUhkBciM,Anh Sẽ Đợi (Remix),Qinn Media,40,['viet remix'],Anh Sẽ Đợi (Remix),48,0.723,0.844,9,-4.695,1,0.0341,0.0608,0.341,0.37,0.833,141.055,1B4QSkzKHmO784CUhkBciM,146700,4,2022-06-28,2022-06-28,0,0,0,0,0,0,0,0,1,0,0,2022,0.0,0.0
1564,spotify:track:5sJKtBQ0gGk70e6i2WxvsK,Cắt Đôi Nỗi Sầu - Cukak Remix,Cukak,47,['viet remix'],Cắt Đôi Nỗi Sầu (Cukak Remix),36,0.761,0.627,7,-6.202,1,0.0359,0.167,0.101,0.32,0.601,140.036,5sJKtBQ0gGk70e6i2WxvsK,152571,4,2023-10-15,2023-10-15,0,0,0,0,0,0,0,0,1,0,0,2023,0.0,0.0
1565,spotify:track:2GgJoD0prtC5Dv4z5BXstc,Chơi Như Tụi Mỹ Remix ft. wokeupat4am x kewtiie - Remix,Andree Right Hand,50,"['vietnamese hip hop', 'vietnamese trap']",Chơi Như Tụi Mỹ Remix ft. wokeupat4am x kewtiie,46,0.813,0.824,5,-4.132,1,0.252,0.188,0.0,0.149,0.738,108.998,2GgJoD0prtC5Dv4z5BXstc,141468,4,2023-02-09,2023-02-09,0,0,0,0,0,0,1,1,0,0,0,2023,0.0,0.0
1566,spotify:track:2EBGONLivfuwbSTf8XmnMi,Chỉ Muốn Bên Em Thật Gần - Remix,YLing,30,['viet remix'],Chỉ Muốn Bên Em Thật Gần,47,0.827,0.746,0,-6.482,0,0.0407,0.164,0.00961,0.352,0.933,127.982,2EBGONLivfuwbSTf8XmnMi,223130,4,2022-01-21,2022-01-21,0,0,0,0,0,0,0,0,1,0,0,2022,0.0,0.0
1567,spotify:track:4mYreYtIKMP9NZotyPYY9q,Hoa Cỏ Lau - Official Remix,Phong Max,40,['viet remix'],Hoa Cỏ Lau (Official Remix),44,0.892,0.699,9,-4.421,0,0.0383,0.329,0.0201,0.0889,0.851,126.009,4mYreYtIKMP9NZotyPYY9q,162505,4,2023-06-17,2023-06-17,0,0,0,0,0,0,0,0,1,0,0,2023,0.0,0.0
1568,spotify:track:3p1218F8JaBrW5KDoJZg5M,Say đắm trong lần đầu (RMX) - speed up,Winno,44,"['vietnamese hip hop', 'vietnamese melodic rap']",Say đắm trong lần đầu (RMX) - speed up,43,0.75,0.709,1,-9.627,0,0.0552,0.384,0.0315,0.538,0.956,130.013,3p1218F8JaBrW5KDoJZg5M,134942,4,2022-12-06,2022-12-06,0,0,0,0,0,0,0,1,0,0,0,2022,0.0,1.0
1569,spotify:track:04HwZngF6RAYYRh7tW17cF,VƯƠNG VẤN (QINN REMIX),Qinn Media,40,['viet remix'],VƯƠNG VẤN (QINN REMIX),45,0.814,0.783,11,-7.692,0,0.0366,0.234,7.56e-05,0.329,0.871,135.015,04HwZngF6RAYYRh7tW17cF,237074,4,2022-08-08,2022-08-08,0,0,0,0,0,0,0,0,1,0,0,2022,0.0,0.0
1570,spotify:track:70s2Qxe5S61G0PQgLnQhxj,Trót Trao Duyên Remix,NB3 Hoài Bảo,32,['viet lo-fi'],Trót Trao Duyên Remix,43,0.781,0.979,9,-0.707,0,0.0471,0.0346,0.036,0.184,0.811,140.006,70s2Qxe5S61G0PQgLnQhxj,250517,4,2022-11-25,2022-11-25,0,0,0,0,0,0,0,0,0,1,0,2022,0.0,0.0
1571,spotify:track:6kezwedGSwsW4RobS1a7py,Em Là Nhất - Speed Up,Cukak,47,['viet remix'],Em Là Nhất (Speed Up),44,0.678,0.793,1,-7.504,1,0.0505,0.037,0.0293,0.103,0.934,143.206,6kezwedGSwsW4RobS1a7py,179281,4,2022-05-27,2022-05-27,0,0,0,0,0,0,0,0,1,0,0,2022,0.0,0.0
1572,spotify:track:6As20e9XrZPtmrlsj2xY0Z,Hoa Cỏ Lau - Speed Up,Phong Max,40,['viet remix'],Hoa Cỏ Lau (Speed Up),44,0.619,0.817,11,-5.95,0,0.305,0.515,0.134,0.116,0.79,145.597,6As20e9XrZPtmrlsj2xY0Z,161831,4,2023-04-25,2023-04-25,0,0,0,0,0,0,0,0,1,0,0,2023,0.0,0.0
1573,spotify:track:4V05frOtNZBQtH2ubx4jKr,Cắt Đôi Nỗi Sầu (EDM),Orinn,48,"['viet lo-fi', 'viet remix', 'vinahouse']",Cắt Đôi Nỗi Sầu (EDM),22,0.774,0.83,9,-6.066,0,0.0349,0.00804,0.0117,0.281,0.868,124.003,4V05frOtNZBQtH2ubx4jKr,191613,4,2023-11-13,2023-11-13,0,1,0,0,0,0,0,0,1,1,0,2023,0.0,0.0
1574,spotify:track:7xPF0zq1WCZvoWUxAtFTQv,Yêu Thật Khó Xoá Thật Đau (Qinn Remix),Qinn Media,40,['viet remix'],Yêu Thật Khó Xoá Thật Đau (Qinn Remix),44,0.722,0.825,6,-4.796,0,0.0427,0.168,0.023,0.308,0.921,140.057,7xPF0zq1WCZvoWUxAtFTQv,245348,4,2023-05-26,2023-05-26,0,0,0,0,0,0,0,0,1,0,0,2023,0.0,0.0
1575,spotify:track:7KxmYICEUHJ5SfcST5KEdR,Nhất Thân,Masew,51,['v-pop'],Nhất Thân,43,0.9,0.565,9,-5.952,0,0.0393,0.705,0.00241,0.204,0.465,135.03,7KxmYICEUHJ5SfcST5KEdR,177792,4,2021-08-21,2021-08-21,0,0,0,0,0,0,0,0,0,0,0,2021,1.0,0.0
1576,spotify:track:4TBvoEjSHeM5vlvfmffw0F,Lạc Vào Trong Mơ - Speed Up Version,SimonC,35,['viet chill rap'],Lạc Vào Trong Mơ (Speed Up Version),43,0.828,0.321,1,-11.21,0,0.049,0.939,0.00141,0.0856,0.643,129.229,4TBvoEjSHeM5vlvfmffw0F,157030,4,2022-06-14,2022-06-14,0,0,0,0,0,0,0,0,0,0,0,2022,0.0,1.0
